profile_id,archetype,is_fraud,fraud_severity,case_type,niche,follower_count,following_count,posts_count,account_age_months,avg_likes,avg_comments,avg_views,engagement_rate,like_comment_ratio,follower_following_ratio,view_follower_ratio,growth_spike_score,audience_geo_mismatch,audience_real_ratio,comment_authenticity,profile_pic_flag,bio,sample_comments,post_caption,audience_note
BON-01754,authentic_organic,0,12.8,normal,parenting,200931,14974,2835,109,14573,301,158115,7.4,48.4,13.4,0.79,0.09,0.265,0.803,0.721,0,Hey mommas! I'm your go-to for all parenting tips.,Gotta love it! So practical! || Always the best advice! || Totally agree - makes me smile!,What's the best way to get your kids to eat their veggies?,My audience loves practical parenting tips and real family life insights.
BON-01755,ai_persona,1,74.9,masked_fraud,fashion,15896,252,259,87,1100,13,9086,7.01,82.5,63.1,0.57,0.298,0.246,0.761,0.575,1,"Gorgeous outfits galore! Stylish tips & trends - Fashionista by day, night owl by night.","Love your picks! || Nice outfit, where did you get it? || Stylish as ever! || Cute style!",A mix of classic and bold - ready to rock any event!,Audience loves unique fashion finds and styling advice.
BON-01756,viral_legit,0,9.8,normal,fitness,953136,19771,510,99,58569,815,2380303,6.23,71.8,48.2,2.5,0.743,0.134,0.706,0.79,0,Fit and fun in every move - your go-to for fitness tips!,Yay! So inspiring! || Absolutely nailed it! || Love your energy! || Great workout routine!,"New month, new goals. Let's make this happen together! 🌟 #motivation",My audience loves high-energy workouts and motivation.
BON-01757,bought_followers,1,65.1,masked_fraud,gaming,154119,2667,141,42,8357,106,330206,5.49,78.3,57.8,2.14,0.468,0.408,0.65,0.711,0,Casual gamer sharing tips and tricks - #GamerLife,Good stuff! :-) || Love it! || Keep it up! || :+1:,Check out my new Pro gamer setup - stay tuned!,A mix of casual gamers and pros who love strategy games
BON-01758,ai_persona,1,78.4,masked_fraud,photography,253585,4495,76,35,14763,206,759787,5.9,71.4,56.4,3.0,0.451,0.344,0.831,0.771,1,A passionate photographer sharing tips & inspiration.,Great shots! Love your creativity. || Your work is stunning - you inspire me! || Love how you capture light - it's magic! || So pretty! Your photos make me smile.,Capture Life's Little Moments - Share with Us!,"The audience loves candid, heartwarming photos"
BON-01759,bought_engagement,1,66.2,normal,home decor,379094,5840,736,103,43088,209,711846,11.42,205.3,64.9,1.88,0.258,0.173,0.733,0.298,0,Discover cozy home decor ideas - DIY projects & trends.,Love it! 🌟 || Very inspiring 😊 || Great tips - thanks! || Perfect idea! 💚,Transform your space with these fresh decorating ideas!,My audience loves unique home decor solutions.
BON-01760,engagement_pod,1,67.4,normal,parenting,16802,498,1188,116,1539,21,47058,9.29,70.5,33.7,2.8,0.242,0.119,0.666,0.712,0,Parenting tips and crafts for busy parents - join the community!,"Love this, check out my page - Great ideas! || Awesome tips! Support back - Thanks for sharing! || So practical! I love it - Follow for more! || Great post! Sharing on FB - Thanks for the inspiration!",How to Make a Simple Baby Gift Bag - Perfectly Practical!,My audience is moms and dads looking for easy parenting hacks and DIY projects.
BON-01761,lightly_boosted,0,29.7,trap_clean,photography,186452,2236,89,70,7589,81,503591,4.11,92.7,83.4,2.7,0.564,0.449,0.453,0.654,0,Travel photography lover sharing shots from around the world.,Love your work! Amazing travel photos! || Absolutely stunning landscapes! || Such vibrant colors! || Great shot!,Check out my latest photo - a sunset over the ocean!,My audience loves vibrant coastal views.
BON-01762,ai_persona,1,80.7,masked_fraud,comedy,38188,1115,474,9,1912,24,58975,5.07,76.6,34.2,1.54,0.339,0.143,0.848,0.822,1,Always sharing hilarious clips - laugh along!,"Haha, love your videos! :-) || Nice one - always makes me smile! || Gotta love these laughs - thanks! || So funny! Can't stop laughing :)",Watch this - it's gonna make you giggle! 🤣,Mainly young adults looking for daily comedy relief
BON-01763,click_farm_audience,1,61.0,normal,tech,220317,2526,2994,56,3305,40,144513,1.52,81.3,87.2,0.66,0.683,0.645,0.29,0.671,0,Tech lover who dabbles in coding & gadgets. #TechGeek 🛠️💻,"Cool gadgets! 😎 || Nice tech tips - love it! ✅ || Gadgets galore! 📱🖥️ || Tech speak, but nice video 👍",Here's my latest tip on optimizing PC performance. Check it out! 💡,Tech enthusiasts and gadget lovers from around the world.
BON-01764,viral_legit,0,12.1,normal,food,57787,4032,43,22,3006,31,71818,5.26,95.3,14.3,1.24,0.75,0.188,0.75,0.93,0,Feed me! Share your mouthwatering recipes & photos with the world. #FoodieLife,"Yum, that looks delicious! I can already taste it. || Absolutely perfect timing - just what my fridge needs! || Can't wait to try it - you never disappoint! || Gorgeous photos as always! Makes my mouth water.",My latest #foodie discovery - so easy & super tasty!,The audience loves vibrant food enthusiasts sharing their culinary creations.
BON-01765,bought_followers,1,65.3,masked_fraud,wellness,115460,1752,404,27,8366,148,38434,7.38,56.2,65.9,0.33,0.434,0.24,0.789,0.791,0,Healthy living tips - join the tribe!,Love your skin! 🌺🌸 || Gotta love nature! ☀️🌈 || Always on the go? 🏃‍♂️💨 || So healthy! 💪🏼🌱,Discover how nature can heal your soul! 🌿🌞,Mainly health-conscious women interested in holistic wellness practices.
BON-01766,engagement_pod,1,60.6,masked_fraud,wellness,49225,1511,55,74,3885,65,77976,8.03,59.1,32.6,1.58,0.32,0.173,0.757,0.75,0,Holistic wellness journey - plant-based recipes & tips,"Love your avocado toast, can't wait to try your recipe! -@fitlife || Great workout routine, cheers! -@fit_flo || Your yoga poses are inspiring, thanks! -@flexible_life || Absolutely love how you stay active - @yogaworld",Finding balance in every move - a daily yoga practice,Mainly fitness enthusiasts and yoga lovers looking for motivation and healthy living tips
BON-01767,lightly_boosted,0,30.9,normal,parenting,63181,2193,55,40,3290,35,162124,5.26,93.0,28.8,2.57,0.612,0.345,0.553,0.745,0,Hello parents! Sharing parenting tips and joys.,Great advice! Love it! || I totally agree. || Nice tips - thanks! || Really helpful!,Starting a new year right - New Year's resolutions for your family!,My audience loves practical parenting advice.
BON-01768,bought_engagement,1,65.8,normal,photography,23689,1555,575,113,1995,9,22766,8.46,201.6,15.2,0.96,0.404,0.243,0.8,0.258,0,Capture life's moments beautifully - your creative lens awaits! 📸✨,Love your shots! || So inspiring! 👏 || Beautiful work as always! || Great colors in your photos!,A snapshot of nature's harmony - where beauty meets simplicity. 🌿%,My audience loves candid and artistic shots that evoke emotion.
BON-01769,micro_real,0,2.9,normal,photography,1814,43,157,98,195,2,829,10.89,79.4,42.2,0.46,0.27,0.042,0.903,0.881,0,Photography enthusiast sharing travel snaps & tips.,Love your creativity! 🌟 || Great shot! Where's the next adventure? 🏔️✈️ || Your colors make me smile! 🎨 || Every picture tells a story - thanks for sharing.,Travel Tip: Don't miss these hidden gems in Tokyo! 🗺️✨,Small community of fellow travelers and shutterbugs.
BON-01770,bought_engagement,1,61.2,masked_fraud,photography,51269,1424,2793,89,2605,24,33512,5.13,104.9,36.0,0.65,0.364,0.26,0.829,0.615,0,A joyous journey through the lens - capturing moments you cherish.,Love your work! 😊 || Beautiful shot! 🌅 || Your creativity inspires me! || Absolutely stunning capture! 💖,Finding beauty in everyday life - share with us!,My followers love candid snapshots and vibrant colors.
BON-01771,bought_engagement,1,71.3,normal,sports,94130,1857,168,6,8373,47,66613,8.95,177.4,50.7,0.71,0.475,0.358,0.774,0.579,0,Excited to share daily workouts & stats - join me!,Great motivation! || Awesome work! || Fit and fun! || Stay strong!,New challenge #1 - join us!,"Loves fitness challenges, mostly women aged 25-35"
BON-01772,engagement_pod,1,60.0,normal,beauty,33894,3719,83,56,3355,37,63095,10.01,90.1,9.1,1.86,0.504,0.347,0.895,0.464,0,Bite-sized beauty tips & tricks - everyday makeup advice.,"Love this post! I love trying new things. || Great tip, thanks! || Love it, always learning from you! || Nice post! Thanks for sharing.",How to make your foundation last all day - secrets!,My audience loves quick beauty hacks and DIY makeup tutorials.
BON-01773,bought_followers,1,60.8,masked_fraud,music,64965,828,213,94,3045,35,23423,4.74,85.1,78.5,0.36,0.38,0.339,0.729,0.683,0,Music lover sharing the latest trends & mixes.,Love your music vibes! || Nice playlist!] || Great mix - thanks! || New tracks? Can't wait!,Check out my newest track - it's a vibe!,Mainly tech-savvy music listeners in their mid-20s.
BON-01774,authentic_organic,0,16.8,normal,travel,95643,8202,298,97,7610,70,142014,8.03,107.5,11.7,1.48,0.084,0.046,0.873,0.757,0,Exploring the world one breathtaking photo at a time. Discover amazing travel spots.,"Love your photos! 🌟 || Such vibrant colors! Great travel shots. 😎 || Your posts make me want to pack my bags! 👀 || Wow, those views inspire me to plan my next trip. 🌎",Witnessing the magic of Bali's sunset - it's a sight to behold!,Mainly women passionate about adventure and photography
BON-01775,authentic_organic,0,8.0,normal,beauty,112767,2555,101,48,6535,59,38826,5.85,108.9,44.1,0.34,0.268,0.07,0.922,0.925,0,Gorgeous makeup tips & tricks - every skill level included!,"Love your tutorials! #makeupgoals || So pretty! You inspire me to try new looks. || Great makeup, always looking good! || Your color palette is amazing!",Check out my latest #makeupchallenge makeup tutorial - I want to see which one you prefer! 😊 #beauty #tutorial #makeupartist,My audience loves makeup and fashion - mostly women aged 25-35.
BON-01776,engagement_pod,1,64.5,normal,music,7844,2194,448,30,650,9,4132,8.41,67.4,3.6,0.53,0.489,0.165,0.852,0.61,0,"Dance music lover & producer - sharing mixes, tips, and vibes.","Love your beats! Check out mine too! || Great tune! I dig it. || Solid playlist, keep it up! || Fresh sounds! Support me back!",Here's to new beginnings - share your playlists & vibe with us!,Mainly young EDM fans who appreciate fresh music and production tips.
BON-01777,engagement_pod,1,56.8,normal,food,112682,1994,1495,18,7997,263,160215,7.33,30.3,56.5,1.42,0.486,0.362,0.851,0.54,0,Love trying new recipes in my kitchen - sharing tips & tasty meals.,"Great recipe! Love it, check out my page! || Yummy, this looks amazing - support back! || This dish looks so delicious! Share the love, follow me! || Tasty idea! Thanks for sharing, see you there!",Sharing my latest creation- A Zesty Mediterranean Salad Dressing recipe!,My audience loves quick homemade meals and healthy eating tips.
BON-01778,click_farm_audience,1,60.1,normal,comedy,162130,4544,52,105,8104,63,228827,5.04,127.9,35.7,1.41,0.318,0.488,0.579,0.681,0,Hey! Just hangin' out here. Love comedy! Check out my latest video.,WOW nice video! laughin out loud! 😂😂😂 || LOL! Great stuff! :D 🎉 || Haha! Nice one! 🙃😊 || Good one! I love it! 🚀😄,Just wanted to share this with u! Hope you enjoy! 🎥👀✨,The audience is mostly young adults who appreciate comedic content.
BON-01779,lightly_boosted,0,21.4,normal,sports,310948,8128,299,45,22387,334,788168,7.31,66.9,38.3,2.53,0.556,0.443,0.677,0.778,0,Live sports action - your go-to for highlights and tips.,"Love the game! Great stuff! || Awesome game recap - always the best! || Gotta love the thrill of the sport! :-) || Great game, cheers! 😊",Here's today's big game - can't wait to see it! 🏀 #sportsupdate,Primary audience is casual sports fans who enjoy following games and tips.
BON-01780,authentic_organic,0,4.0,normal,music,322252,6083,77,51,25770,714,932189,8.22,36.1,53.0,2.89,0.175,0.114,0.881,0.776,0,Dive into the melody - your guide to the latest in indie rock.,"Love your playlist! Can't get enough indie jams. || Great track selection - always spot on! || This mix has got me dancing! Thanks for sharing. || Fresh sounds, as always. Can't wait to listen.",New playlist coming your way - hope you groove to it!,My audience loves indie rock and enjoys fresh playlists every week.
BON-01781,bought_followers,1,89.3,normal,travel,102767,958,108,85,4404,136,38330,4.42,32.3,107.3,0.37,0.81,0.427,0.459,0.646,0,"Exploring the world - photos, tips, adventures.",Great shots! Can't wait to visit! || Your posts always look so fun! 🌍 || Love how you capture the culture! || Every trip looks amazing - thanks for sharing!,A beautiful sunset over Bali - can't wait to see you there!,Travel enthusiasts who love to explore new destinations
BON-01782,authentic_organic,0,0.0,normal,music,61824,4116,240,99,4746,62,136096,7.78,75.8,15.0,2.2,0.286,0.19,0.931,0.92,0,Music lover sharing the latest hits & tips. #GuitarLover #DJing,"Love your mixtape! 🎶 @musiclover123 || Nice playlist, cheers! 👌 @jazzchaser4u || Great track selection! 🎤 @soundseeker1989 || Your tunes rock! 🎶 @melodiousmaverick",Just added - 'Midnight Groove' to my playlists. Check it out!,My audience is mainly guitar lovers and sound enthusiasts in their 20s and 30s.
BON-01783,lightly_boosted,0,30.9,trap_clean,parenting,180098,2181,1113,39,11510,110,354506,6.45,104.4,82.6,1.97,0.524,0.535,0.519,0.554,0,"Welcome to my parenting journey! Sharing tips, joys, and challenges.",Love your perspective! 💖 || Such great advice here! || Thanks for sharing! 🙏 || Hug it out there! ❤️,New book launch!!! Get 20% off my parenting guide by using code PARENT20!,My audience loves practical parenting tips and real-life stories.
BON-01784,engagement_pod,1,41.8,normal,gaming,9913,204,2734,21,760,20,29463,7.87,37.2,48.6,2.97,0.145,0.185,0.832,0.636,0,Play and share your gaming journey with me! - Game Enthusiast,Love the new game you play! Check out my stream too! || Great tips on gaming setup! Thanks for sharing! || Just bought that controller - love it so far! - Gamer Groot || Awesome tips on game optimization - bookmarked!,🎮 Just released my guide on how to get the most out of your gaming setup! 🛠️ #GamingTips #GamerLife,My audience is hardcore gamers looking for tips and tricks.
BON-01785,engagement_pod,1,55.8,masked_fraud,fashion,49156,987,65,15,2991,47,76147,6.18,62.5,49.8,1.55,0.295,0.273,0.803,0.827,0,Discover chic trends & style tips daily - Join the community!,"Love your latest edit! - @StyleChicFan || Awesome outfit - follow me too! || Stunning style - thanks for sharing. || Great look, you rock it - visit my blog!",New season ready to brighten up your wardrobe! 🌈👗 #fashionista #newcollection,My audience loves fashion and wants to share their style journeys.
BON-01786,engagement_pod,1,54.3,masked_fraud,wellness,6848,120,125,31,503,11,1953,7.53,42.5,57.1,0.29,0.264,0.243,0.746,0.743,0,Holistic health & wellness expert - Share your journey too! #wellnessjourney,"Love this, check out my page! || Support back - always learning. || Great post, keep it up! || Love your content, inspiring!",Nourish Your Mind & Body - Simple tips for a healthier you! 🌿💪,My audience loves personal stories and wellness tips.
BON-01787,viral_legit,0,15.8,trap_clean,comedy,69261,2466,71,31,5070,64,178796,7.41,78.3,28.1,2.58,0.477,0.24,0.882,0.557,0,Laugh big with me! Join the hilarious world of comedy-obsessed fun-finders.,"Hahahaha, love it! || Gotta laugh! Thanks for the good vibes! || OMG so much joy! || LOL, classic funny moment!",When life gives you lemons... make a comedy movie! 🎭🎬,Audience loves relatable jokes & spontaneous laughs in everyday situations.
BON-01788,click_farm_audience,1,70.5,normal,tech,345712,8468,49,66,19152,171,372101,5.59,111.7,40.8,1.08,0.707,0.79,0.331,0.437,0,Tech lover sharing daily hacks - #techgeek,Gotta love coding! || Techy stuff FTW! 🚀 || Great tips as always! || Learned something new! 👌,Check out my latest tech project! 🚀,Tech enthusiasts and beginners learning about gadgets
BON-01789,engagement_pod,1,50.0,normal,food,9175,181,927,112,654,11,25617,7.26,57.4,50.7,2.79,0.415,0.328,0.776,0.69,0,"Eats, Creates, Shares - Foodie Life. Fresh recipes straight to your plate.","Love this, check out my page - Sarah - || This dish is genius! I love it - Alex - || Absolutely mouth-watering! Can't wait to try it - Jamie - || Your creativity never fails to inspire - Emma -",Fresh from the oven - A delicious new recipe you don't want to miss!,My audience loves unique recipes and fresh food photos.
BON-01790,bought_followers,1,87.2,normal,sports,492221,6592,2710,55,4311,43,622548,0.88,99.2,74.7,1.26,0.72,0.38,0.426,0.664,0,Loves soccer - shares tips & scores.,Love ur game! || Yas! That was sick! || Awesome shot man! || Great advice here!,Just witnessed an incredible goal by my favorite team! #soccergoals,Audience loves insightful soccer tips and player profiles.
BON-01791,micro_real,0,0.0,trap_clean,wellness,13743,352,193,28,1314,9,5154,9.64,132.3,39.0,0.38,0.351,0.315,0.737,0.5,0,Healthy living tips - Join my journey!,Yay for wellness! So inspiring. || I love how you make it look easy! || Your energy is so contagious! || Thank you for sharing your passion!,Starting a new week with fresh beginnings - stay healthy & happy!,"A warm, engaged community passionate about health and wellness."
BON-01792,bought_engagement,1,70.9,normal,travel,61414,1341,498,110,6078,58,132020,9.99,104.2,45.8,2.15,0.392,0.388,0.592,0.4,0,Discovering the world one post at a time! 🌍✨ #travellovers,"Love your adventures! 😊👍 || Wow, such beautiful sights! 🌄🔥 || Every shot tells a story - love it! 📷😍 || Your photos always make me want to travel! 🛰📸",Just arrived in Bali! Can't wait to explore this paradise island. Stay tuned for more #bali #beachlife,My audience loves vibrant travel stories and stunning visuals.
BON-01793,ai_persona,1,65.1,normal,travel,10008,305,694,86,511,4,18800,5.16,116.8,32.8,1.88,0.608,0.525,0.58,0.542,1,"Exploring new lands - dreams, travels, wanderlust.",That place sounds amazing! || Can't wait to see it! || Traveling is life! 🌍✈️ || Gorgeous scenery! 👀,Just arrived in Bali! Can't wait to explore more of Indonesia's beauty. What's your favorite tropical destination? #Indonesia #BalineseWaves #ExploreTheWorld,My audience loves unique off-the-beaten-path travel destinations.
BON-01794,click_farm_audience,1,85.2,normal,parenting,477313,7498,423,116,21124,473,953012,4.52,44.6,63.7,2.0,0.514,0.749,0.441,0.522,0,Sharing tips & advice on early childhood education - from a stay-at-home mom.,nice advice tho! 🌟 || i love ur vids tho 🎥 || so informative - thanks! || keep it up!! 👍🏼,Weekly roundup of top tips to help kids develop self-esteem - join the chat! #selfesteem #kids #developments,"mostly mom influencers in late 30s and early 40s, interested in education and parenting tips."
BON-01795,lightly_boosted,0,33.2,trap_clean,fashion,26108,870,1481,89,646,8,65103,2.51,77.4,30.0,2.49,0.571,0.381,0.494,0.568,0,"Loves vintage finds & style tips - sharing outfits, tips & trends since 2018.",Nice outfit today! || Love your color palette! || Always looking stylish. || You look amazing!,New season arrivals - ready to rock your closet this fall!,My audience loves vintage fashion and seeks out unique looks.
BON-01796,micro_real,0,26.1,normal,photography,4266,96,67,107,581,9,6690,13.84,63.7,44.4,1.57,0.3,0.107,0.781,0.839,0,Aloha photo lovers! Capturing the beauty of everyday moments - one lens at a time.,Beautiful shot! 💖 || Love your angle! 🌟 || You captured the essence of nature perfectly! 🌿 || Your colors are so vibrant! 🎨,Just shot this in my backyard - a simple yet stunning moment. 😊 #Sunset #Backyard,"My audience loves natural and candid photography, often capturing everyday life's beauty."
BON-01797,micro_real,0,0.2,normal,wellness,10639,1149,283,12,1461,15,15930,13.88,95.4,9.3,1.5,0.297,0.159,0.947,0.753,0,Holistic wellness advocate - living a balanced life. #WellnessJourney,Great tips! Love it! || Always feeling inspired. || Such a beautiful message. || Thank you so much! 😊,Today I started a morning meditation practice. How about you? #MindBodyConnection,"A warm, small community of wellness enthusiasts sharing their journeys."
BON-01798,click_farm_audience,1,87.6,normal,finance,154280,1606,71,93,1729,23,402152,1.14,74.7,96.1,2.61,0.608,0.609,0.451,0.559,0,Hey everyone! Talkin' finance here. Let's make money work for you.,"Great tips man! I've been lookin' at stocks too. || Love it when u explain it simple. Thanks! || Yup, I agree. It's all about the numbers. || Cripes, sometimes it's hard to keep track. U make it easy.",5 Money Tips To Start Your Financial Journey Today!,The audience consists of beginners and intermediates interested in personal finance and investing.
BON-01799,engagement_pod,1,63.7,masked_fraud,fitness,6590,208,1611,114,191,4,3072,2.98,43.3,31.7,0.47,0.223,0.183,0.801,0.71,0,Fit Life Coach - Personal Trainer & Fitness Model - Share your journey to reach your goals!,"Love this, check out my page! #fitnessjourney || Support me back! I'm on my fitness journey too. || Great workout! I'm doing it now - thanks! || Awesome pics! Let's connect, share tips!",Stay Strong 💪 #motivation #fitnessmotivation,My audience loves fitness challenges and motivational quotes.
BON-01800,bought_engagement,1,51.7,normal,wellness,223175,2742,526,15,29883,275,123459,13.51,108.4,81.4,0.55,0.383,0.167,0.816,0.365,0,Hi there! 💙 I'm all about living my best life through wellness & self-care. 🌱 #WellnessWanderlust 🌅,Great info! 💯 || Love it! 🌸 || Yay healthy habits! 🍂 || Thanks for sharing! ✨,Starting my new fitness challenge! 🏋️‍♂️ Let's do this! 💪,My audience loves wellness journeys and fitness tips.
BON-01801,bought_engagement,1,72.6,normal,travel,50808,975,992,83,5224,28,45154,10.34,185.0,52.1,0.89,0.491,0.343,0.571,0.548,0,I'm traveling to new places all the time! 🌎✈️ #travelblogger #explore,Love it! 🌍✨ || Yay for adventure! 🏔️! || Absolutely perfect timing! 🗞️! || So cool! 📺😍,Just landed in Amsterdam! 🇳🇱 Check out my first impressions! #TravelTuesday #Amsterdam,My audience loves spontaneous trips and unique travel experiences.
BON-01802,viral_legit,0,29.2,trap_clean,beauty,166844,1704,517,102,8318,118,366739,5.06,70.3,97.9,2.2,0.723,0.413,0.569,0.511,0,Nail art lover & beauty enthusiast - DIY tutorials make me so happy!,Love your nails! Can't wait to see what else you'll create! || Absolutely stunning! DIYs are my fave too - thanks for sharing! || Great tips! You really nail it with these DIYs. || Yay for creativity in makeup! It's so inspiring.,Here's my latest creation - a DIY flower manicure! 🌸👩‍🎨 #DIYnails #MakeupMonday,My audience loves DIY beauty tutorials and creative makeup looks.
BON-01803,authentic_organic,0,5.1,trap_clean,travel,34911,483,2121,84,2063,23,75859,5.98,88.5,72.3,2.17,0.319,0.466,0.514,0.663,0,NomadNikki - Capturing the essence of global wanderlust! #travelblogger #photographyjourney,"Love your color palette Nikki! 💖 || Wow, those sunset shots are so calming. 🌅 || Every post feels like I'm on vacation already. 🏖️✈️ || Such amazing captures! Keep it up Nikki. ✨",Just arrived in Bali! First stop: Seminyak beach - ready for some tropical vibes! 🏖️☀️ #balinextstop,"My audience loves vibrant photos and travel experiences shared with a fun, approachable vibe."
BON-01804,ai_persona,1,83.9,masked_fraud,sports,360342,7187,1881,32,21215,330,709500,5.98,64.1,50.1,1.97,0.318,0.352,0.891,0.766,1,Loving every moment of my passion for sports! #SportsFanatic,Awesome game! 🏐👏 || Your stamina is amazing! 👌 || Great workout session! 💪 || Yay for victories! 👏,Here's the latest training tip - focus on form! 🤓,My audience loves sports and fitness challenges.
BON-01805,engagement_pod,1,64.5,normal,music,6027,113,958,44,515,12,1411,8.75,42.0,53.3,0.23,0.458,0.231,0.889,0.649,0,Discover new tunes & join the music flow! Share your picks too.,"Love this tune, check out my playlist! || Great track, hit me up with yours! || Liked it! Let me know yours - it's awesome! || Nice choice, share yours now!",New song to add to your playlist - feel the vibe!,My audience loves indie rock and enjoys fresh music discoveries.
BON-01806,engagement_pod,1,63.1,masked_fraud,music,60381,1179,313,17,4333,62,72182,7.28,69.7,51.2,1.2,0.309,0.226,0.771,0.707,0,Discover the beat - Your go-to for latest music trends!,"Love your sound waves, check out my playlist || Great mixtape, keep it up! - Shazza || Solid beats, follow me for more vibes || Love the rhythm, hit me up on Instagram",Here's to new beginnings - Share your tunes with us!,Mainly young music lovers who appreciate fresh tracks
BON-01807,bought_engagement,1,75.1,masked_fraud,photography,52813,1709,166,79,5090,42,13185,9.72,118.4,30.9,0.25,0.264,0.305,0.888,0.674,0,Nicely captured moments - A photographer's journey.,Love your shots! || Such a beautiful palette - #photographygoals || Perfect! || Absolutely stunning! 💕,A glimpse into our world - Capture the magic!,My audience loves candid and artistic photography.
BON-01808,micro_real,0,9.8,normal,photography,4085,579,1033,53,599,22,3661,15.23,26.9,7.1,0.9,0.237,0.36,0.773,0.787,0,Capture the essence of life - that's my photo journey. Join me in the world of #photography.,Love your style! 🌟 || Your shots are stunning - always a visual treat! 👍 || Beautiful work as always! 🎨 || Inspiring portfolio - great job! ✨,A snapshot of joy captured from the heart. 🗣️📸,My audience loves creative and emotional photography that inspires them.
BON-01809,micro_real,0,14.0,normal,comedy,6219,439,1620,44,845,8,8403,13.73,100.6,14.2,1.35,0.305,0.131,0.817,0.698,0,Laugh with me-daily comedy updates & giveaways!,Haha! Love your jokes. || Best laugh ever! || You make me laugh! 😄 || Thanks for sharing your humor!,Watch this hilarious skit - it's our new video post!,"A warm, small community that engages daily"
BON-01810,micro_real,0,19.7,normal,photography,16249,631,86,118,1140,31,14397,7.21,36.7,25.8,0.89,0.264,0.117,0.876,0.859,0,Captured moments - joyfully sharing photos from around the world.,"So pretty! Love it! || Gorgeous scenery! Perfect shot! || Your photos inspire creativity! || Wow, such color! Amazing!",A day filled with beauty in every corner!,My audience loves natural landscapes and inspiring photos.
BON-01811,micro_real,0,14.1,normal,tech,2015,267,1821,56,188,3,1557,9.51,58.6,7.5,0.77,0.109,0.09,0.767,0.919,0,Tech lover & maker - sharing the latest gadgets & tips.,Nice one! || Just what I needed. || Always learning! || Thanks for the insight!,Check out my top tech picks for #techgadgets!,"A warm, loyal tech community passionate about innovation."
BON-01812,micro_real,0,10.7,normal,beauty,1373,45,340,36,144,3,3410,10.73,45.4,30.5,2.48,0.368,0.319,0.802,0.889,0,Radiant skin secrets - everyday tips & tricks. Small community of loyal followers.,Love it! Natural skincare advice is what I need. || Absolutely gorgeous! Making my days better. || Great post! Can't wait to try some of these. || Thanks for sharing! Practical tips I can use.,New product review ready! Discover why it's a game changer for your skin!,"Small, engaged community of loyal beauty enthusiasts"
BON-01813,viral_legit,0,21.3,normal,parenting,160583,12128,158,75,7148,114,68219,4.52,62.2,13.2,0.42,0.848,0.106,0.798,0.844,0,"Parenting tips & tricks - raising confident, kind kids!",Great advice! Love it. || Totally agree - every parent's struggle. || Woke up with a new parenting idea! :) || So inspiring! Makes me want to be a better parent.,5 Easy Ways to Boost Your Child's Self-Esteem Today! 🌈 #ParentingTips #ChildDevelopment,My audience is parents looking for easy ways to help their children grow into confident individuals.
BON-01814,authentic_organic,0,0.0,normal,parenting,110208,2222,68,13,4858,45,230672,4.45,107.0,49.6,2.09,0.293,0.109,0.939,0.773,0,Hi there! I'm a stay-at-home mom sharing practical tips on raising happy kids.,Great advice as always! 🌟 || Your kids look so happy! 😊😍 || I love how you balance work & family time. 👍 || Can't wait to try some of these at home! ❤️,5 Tips for Making Homework Less Stressful - Share if you've got great ideas too!,My audience loves practical parenting tips and wants to know what works best in their homes.
BON-01815,bought_engagement,1,67.1,normal,travel,242242,8871,1554,114,45271,250,548040,18.79,180.6,27.3,2.26,0.363,0.516,0.614,0.301,0,Explores hidden gems in Southeast Asia - @travelexplorer98 🌍 #AsiaTravel,"Yay, looking forward to those adventures! || Absolutely! I'm always on the lookout for new destinations. || I love it when you show off these off-the-beaten-path places. || Can't wait to read your next post! 🚀",Just returned from my dream trip to Bali! 🏖️✨ See the highlights below!,Mainly young backpackers & couples seeking unique travel experiences
BON-01816,micro_real,0,19.5,normal,sports,5738,192,535,64,659,10,12917,11.67,62.9,29.9,2.25,0.264,0.192,0.894,0.838,0,Rivalry Run - Fastest athletes share tips & stats.,"That's a cool tip! Thanks for sharing-FastPaceRunner || Great race report as always!-SwiftSpeedy123 || Absolutely right about pacing-SprintCoach99 || Agreed, timing is key-PowerLifter666",New season starts now! 🏋️‍♂️💪 Share your goals with us!,Loyal community of top-tier athletes and enthusiasts
BON-01817,ai_persona,1,68.0,normal,music,102590,3741,212,42,4022,98,246335,4.02,40.8,27.4,2.4,0.67,0.293,0.643,0.579,1,Genius tunes & vocal magic from yours truly - share your jams too!,Love the vibe! 🎵🎶 #musictime || Yay for melodies! 💋🎶 || Lovely tune! 🎶😊 || Awesome sound! 🎤🎶,New track out - Dive in! 🎼✨,Audience is a mix of music lovers & musicians looking for inspiration
BON-01818,micro_real,0,4.0,normal,food,13037,1074,134,109,1220,31,29288,9.6,38.5,12.1,2.25,0.119,0.207,0.729,0.755,0,Nourish with Nicole - savoring every bite in sunny California.,"Yum, your dishes are always so fresh! 🌈 #foodie || Love your creative food pairings! 🥘✨ || That avocado toast looks delicious - bookmarking! 🥗% || Absolutely stunning photos & recipes - can't wait to try it! 🧂📸",Tried out @nourishwithnicole's recipe for Moroccan Chicken Skewers - so flavorful! 🇲🇲 #moroccokite,"Nicole's audience loves her genuine love for food, creativity, and her Californian lifestyle."
